Resolution,Date,Subject,Mentions,WikiText,WikiLink,topicID
78,October 18 1949,Armaments: regulation and reduction,"[' 452 Code S/1410 ( Document ) Subject Armaments: regulation and reduction Voting summary 9 voted for None voted against 2 abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Argentina Canada Cuba Egypt Norway Ukrainian SSR United Nations Security Council Resolution 78 , adopted on October 18 , 1949 , having received and examined the proposals contained in the working document on the implementation of United Nations General Assembly Resolution 192 , adopted by the United Nations Commission on Conventional Armaments the Council requested the Secretary-General transmit these proposals and the records of the discussion on this question in the Council and the Commission for Conventional Armaments to the General Assembly ']","UN Security Council Resolution 78 Date October 18 1949 Meeting no. 452 Code S/1410 ( Document ) Subject Armaments: regulation and reduction Voting summary 9 voted for None voted against 2 abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Argentina Canada Cuba Egypt Norway Ukrainian SSR United Nations Security Council Resolution 78 , adopted on October 18 , 1949 , having received and examined the proposals contained in the working document on the implementation of United Nations General Assembly Resolution 192 , adopted by the United Nations Commission on Conventional Armaments the Council requested the Secretary-General transmit these proposals and the records of the discussion on this question in the Council and the Commission for Conventional Armaments to the General Assembly . The resolution was adopted with nine votes in favour and two abstentions from the Ukrainian SSR and Soviet Union . See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_78,7
113,April 4 1956,The Palestine Question,"['  The Council considered the situation as likely to endanger the maintenance of international peace and security and requested the Secretary-General survey the various aspects of enforcement of compliance with the four General Armistice Agreements', ' The Council then requested that the Secretary-General, along with the Chief of Staff arrange for the adoption of measures they believe would reduce tensions along the armistice demarcation lines including withdrawal of forces, full freedom of movement for UN observers and the establishment of the local arrangements for the prevention of incidents and the prompt detection of any violations of the Armistice Agreements', '  The Council the called upon the parties to the General Armistice Agreement to co-operate with the Secretary-General in the implementation of this resolution and requested the Secretary-General report back to the Council inside a month']","UN Security Council Resolution 113 Date April 4 1956 Meeting no. 722 Code S/3575 ( Document ) Subject The Palestine Question Voting summary 11 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Australia Belgium Cuba Iran Peru Yugoslavia United Nations Security Council Resolution 113 , adopted on April 4, 1956, after recalling past resolutions where the Chief of Staff of the United Nations Truce Supervision Organization in Palestine was requested to undertake certain specific steps for the purpose of reducing tensions along the armistice lines the Council noted with grave concern the proposed steps had not been carried out.  The Council considered the situation as likely to endanger the maintenance of international peace and security and requested the Secretary-General survey the various aspects of enforcement of compliance with the four General Armistice Agreements. The Council then requested that the Secretary-General, along with the Chief of Staff arrange for the adoption of measures they believe would reduce tensions along the armistice demarcation lines including withdrawal of forces, full freedom of movement for UN observers and the establishment of the local arrangements for the prevention of incidents and the prompt detection of any violations of the Armistice Agreements.  The Council the called upon the parties to the General Armistice Agreement to co-operate with the Secretary-General in the implementation of this resolution and requested the Secretary-General report back to the Council inside a month. The resolution was adopted unanimously by all members of the Council. See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_113,99
114,June 4 1956,The Palestine Question,"[' 728 Code S/3605 ( Document ) Subject The Palestine Question Voting summary 11 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Australia Belgium Cuba Iran Peru Yugoslavia United Nations Security Council Resolution 114 , adopted unanimously on June 4, 1956, after receiving a report from the Secretary-General the Council noted that progress had been made towards the adoption of the specific measures set out in United Nations Security Council Resolution 113 but that full compliance with the General Armistice Agreements and a host of Council Resolutions had not yet been effected', '  The Council declared that all parties to the Armistice Agreements should cooperate with the Secretary-General and the Chief of Staff of the United Nations Truce Supervision Organization in Palestine and that United Nations observers must be given full freedom of movement', ' The Council further requested that the Chief of Staff report to them whenever any action undertaken by one party to an Armistice Agreement constitutes a serious violation of that agreement and that the Secretary-General continue his good offices with the parties and report to them as appropriate']","UN Security Council Resolution 114 Date June 4 1956 Meeting no. 728 Code S/3605 ( Document ) Subject The Palestine Question Voting summary 11 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Australia Belgium Cuba Iran Peru Yugoslavia United Nations Security Council Resolution 114 , adopted unanimously on June 4, 1956, after receiving a report from the Secretary-General the Council noted that progress had been made towards the adoption of the specific measures set out in United Nations Security Council Resolution 113 but that full compliance with the General Armistice Agreements and a host of Council Resolutions had not yet been effected.  The Council declared that all parties to the Armistice Agreements should cooperate with the Secretary-General and the Chief of Staff of the United Nations Truce Supervision Organization in Palestine and that United Nations observers must be given full freedom of movement. The Council further requested that the Chief of Staff report to them whenever any action undertaken by one party to an Armistice Agreement constitutes a serious violation of that agreement and that the Secretary-General continue his good offices with the parties and report to them as appropriate. See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_114,99
118,October 13 1956,Complaint by France and the United Kingdom against Egypt,"[' 743 Code S/3675 ( Document ) Subject Complaint by France and the United Kingdom against Egypt Voting summary 11 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Australia Belgium Cuba Iran Peru Yugoslavia United Nations Security Council Resolution 118 , adopted unanimously on October 13, 1956, after noting the declarations made before it and the accounts of the development of the exploratory conversations on the Suez question given by the Secretary-General and the Foreign Ministers of Egypt , France and the United Kingdom , the Council agreed that any settlement of the Suez question should meet the following requirements: 1']","UN Security Council Resolution 118 Date October 13 1956 Meeting no. 743 Code S/3675 ( Document ) Subject Complaint by France and the United Kingdom against Egypt Voting summary 11 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Australia Belgium Cuba Iran Peru Yugoslavia United Nations Security Council Resolution 118 , adopted unanimously on October 13, 1956, after noting the declarations made before it and the accounts of the development of the exploratory conversations on the Suez question given by the Secretary-General and the Foreign Ministers of Egypt , France and the United Kingdom , the Council agreed that any settlement of the Suez question should meet the following requirements: 1. There should be free and open transit through the Canal without discrimination, overt or covert—this covers both political and technical aspects 2. The sovereignty of Egypt should be respected 3. The operation of the Canal should be insulated from the politics of any country 4. The manner of fixing tolls and charges should be decided by agreement between Egypt and the Users 5. A fair proportion of the dues should be allotted to development 6. In case of disputes, unresolved affairs between the Suez Canal Company and the Egyptian Government should be settled by arbitration with suitable terms of reference and suitable provisions for the payment of sums found to be due. See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_118,23
128,June 11 1958,Complaint by Lebanon,['  The Council authorized the Secretary-General to take the necessary steps to that end and requested the observation group keep them informed through the Secretary-General'],"UN Security Council Resolution 128 Date June 11 1958 Meeting no. 825 Code S/4023 ( Document ) Subject Complaint by Lebanon Voting summary 10 voted for None voted against 1 abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Canada Colombia Iraq Japan Panama Sweden United Nations Security Council Resolution 128 was adopted on June 11, 1958. Having heard charges from the representative of Lebanon concerning interference by the United Arab Republic in the internal affairs of Lebanon, the Council decided to dispatch an observation group, designated the United Nations Observation Group in Lebanon , to ensure that no illegal infiltration of personnel, supply of arms or other materiel across the Lebanese borders was taking place.  The Council authorized the Secretary-General to take the necessary steps to that end and requested the observation group keep them informed through the Secretary-General. Resolution 128 was adopted by ten votes to none, with an abstention from the Soviet Union . See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_128,25
134,April 1 1960,Question relating to the situation in the Union of South Africa,[' The Council then requested that the Secretary-General Dag Hammarskjöld consult with the government of the Union of South Africa to make arrangements to help uphold the principles of the Charter and to report to the Council whenever necessary and appropriate'],"United Nations Security Council resolution UN Security Council Resolution 134 Painting depicting Sharpeville massacre Date April 1 1960 Meeting no. 856 Code S/4300 ( Document ) Subject Question relating to the situation in the Union of South Africa Voting summary 9 voted for None voted against 2 abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Argentina Ceylon Ecuador Italy Poland Tunisia .mw-parser-output .sidebar{width:22em;float:right;clear:right;margin:0.5em 0 1em 1em;background:#f8f9fa;border:1px solid #aaa;padding:0.2em;border-spacing:0.4em 0;text-align:center;line-height:1.4em;font-size:88%;display:table}body.skin-minerva .mw-parser-output .sidebar{display:table!important;float:right!important;margin:0.5em 0 1em 1em!important}.mw-parser-output .sidebar a{white-space:nowrap}.mw-parser-output .sidebar-wraplinks a{white-space:normal}.mw-parser-output .sidebar-subgroup{width:100%;margin:0;border-spacing:0}.mw-parser-output .sidebar-left{float:left;clear:left;margin:0.5em 1em 1em 0}.mw-parser-output .sidebar-none{float:none;clear:both;margin:0.5em 1em 1em 0}.mw-parser-output .sidebar-outer-title{padding-bottom:0.2em;font-size:125%;line-height:1.2em;font-weight:bold}.mw-parser-output .sidebar-top-image{padding:0.4em 0}.mw-parser-output .sidebar-top-caption,.mw-parser-output .sidebar-pretitle-with-top-image,.mw-parser-output .sidebar-caption{padding-top:0.2em;line-height:1.2em}.mw-parser-output .sidebar-pretitle{padding-top:0.4em;line-height:1.2em}.mw-parser-output .sidebar-title,.mw-parser-output .sidebar-title-with-pretitle{padding:0.2em 0.4em;font-size:145%;line-height:1.2em}.mw-parser-output .sidebar-title-with-pretitle{padding-top:0}.mw-parser-output .sidebar-image{padding:0.2em 0 0.4em}.mw-parser-output .sidebar-heading{padding:0.1em}.mw-parser-output .sidebar-content{padding:0 0.1em 0.4em}.mw-parser-output .sidebar-content-with-subgroup{padding:0.1em 0 0.2em}.mw-parser-output .sidebar-above,.mw-parser-output .sidebar-below{padding:0.3em 0.4em;font-weight:bold}.mw-parser-output .sidebar-collapse .sidebar-above,.mw-parser-output .sidebar-collapse .sidebar-below{border-top:1px solid #aaa;border-bottom:1px solid #aaa}.mw-parser-output .sidebar-navbar{text-align:right;font-size:115%}.mw-parser-output .sidebar-collapse .sidebar-navbar{padding-top:0.6em}.mw-parser-output .sidebar-list-title{text-align:left;font-weight:bold;line-height:1.6em;font-size:105%}.mw-parser-output .sidebar-list-title-c{text-align:center;margin:0 3.3em}@media(max-width:720px){body.mediawiki .mw-parser-output .sidebar{width:100%!important;clear:both;float:none!important;margin-left:0!important;margin-right:0!important}} International opposition to apartheid in South Africa Campaigns Academic boycott Sporting boycott Disinvestment Constructive engagement Free South Africa Movement International anti-apartheid music Instruments and legislation 1962 UN Resolution 1761 1973 Crime of Apartheid Convention 1977 Gleneagles Agreement 1977 Sullivan principles 1986 Comprehensive Anti-Apartheid Act Organisations Anti-Apartheid Movement Artists United Against Apartheid Commonwealth of Nations Halt All Racist Tours Organisation of African Unity TransAfrica UN Special Committee against Apartheid Conferences 1964 Conference for Economic Sanctions 1978 World Conference against Racism UN Security Council Resolutions Resolution 134 (Sharpeville massacre) Resolution 181 (voluntary arms embargo) Resolution 191 (sanctions feasibility) Resolution 282 (arms embargo strengthening) Resolution 418 (mandatory arms embargo) Resolution 435 (South-West Africa ceasefire) Resolution 591 (arms embargo strengthening) Other aspects Elimination of Racism Day ""Biko"" (song) Activists Nelson Mandela 70th Birthday Tribute Equity television programming ban Rugby union and apartheid .mw-parser-output .navbar{display:inline;font-size:88%;font-weight:normal}.mw-parser-output .navbar-collapse{float:left;text-align:left}.mw-parser-output .navbar-boxtext{word-spacing:0}.mw-parser-output .navbar ul{display:inline-block;white-space:nowrap;line-height:inherit}.mw-parser-output .navbar-brackets::before{margin-right:-0.125em;content:""[ ""}.mw-parser-output .navbar-brackets::after{margin-left:-0.125em;content:"" ]""}.mw-parser-output .navbar li{word-spacing:-0.125em}.mw-parser-output .navbar-mini abbr{font-variant:small-caps;border-bottom:none;text-decoration:none;cursor:inherit}.mw-parser-output .navbar-ct-full{font-size:114%;margin:0 7em}.mw-parser-output .navbar-ct-mini{font-size:114%;margin:0 4em}.mw-parser-output .infobox .navbar{font-size:100%}.mw-parser-output .navbox .navbar{display:block;font-size:100%}.mw-parser-output .navbox-title .navbar{float:left;text-align:left;margin-right:0.5em} v t e United Nations Security Council Resolution 134 , adopted on April 1, 1960, was passed after a complaint by twenty-nine Member States regarding "" the situation arising out of the large-scale killings of unarmed and peaceful demonstrators against racial discrimination and segregation in the Union of South Africa "". The Council recognized that the situation was brought about by the policies of the government of the Union of South Africa and that if these policies continued they could endanger international peace and security. The resolution voiced the Council's anger at the policies and actions of the Government, offered their sympathies to the families of the victims, called upon the Government to initiate measures aimed at bringing about racial harmony based on equality and called upon it to abandon apartheid . The Council then requested that the Secretary-General Dag Hammarskjöld consult with the government of the Union of South Africa to make arrangements to help uphold the principles of the Charter and to report to the Council whenever necessary and appropriate. The resolution was adopted with nine votes; France and the United Kingdom abstained. See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_134,74
143,"July 14, 1960",The Congo Question,"[' After a report by the Secretary-General , acting under Article 99 of the Charter [1] and a request for military assistance by the President and Prime Minister of the Republic of the Congo (Leopoldville) to protect its territory, the Council called upon Belgium to withdraw its troops from the territory and authorized the Secretary-General to take the necessary steps to provide the Government with such military assistance that the national security forces may be able to meet fully their tasks']","United Nations Security Council resolution UN Security Council Resolution 143 Date July 14, 1960 Meeting no. 873 Code S/4387 ( Document ) Subject The Congo Question Voting summary 8 voted for None voted against 3 abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Argentina Ceylon Ecuador Italy Poland Tunisia United Nations Security Council Resolution 143 was adopted on July 14, 1960. After a report by the Secretary-General , acting under Article 99 of the Charter [1] and a request for military assistance by the President and Prime Minister of the Republic of the Congo (Leopoldville) to protect its territory, the Council called upon Belgium to withdraw its troops from the territory and authorized the Secretary-General to take the necessary steps to provide the Government with such military assistance that the national security forces may be able to meet fully their tasks.  The Council asked the Secretary General to report to the Security Council as appropriate. The resolution was adopted with eight votes to none; France , the Republic of China , and the United Kingdom abstained. See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_143,90
145,July 22 1960,The Congo Question,"[' 879 Code S/4405 ( Document ) Subject The Congo Question Voting summary 11 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Argentina Ceylon Ecuador Italy Poland Tunisia United Nations Security Council Resolution 145 , adopted unanimously on July 22, 1960, after considering a report by the Secretary-General regarding the implementation of resolution 143 , the Council called upon Belgium to withdrawal its troops from the Congo and authorized the Secretary-General to take all necessary action to this effect', '  The Council further requested all states to refrain from any action which might impede the restoration of law and order in the Congo or undermine its territorial integrity, the Council then commended the Secretary-General for his prompt action in regard to resolution 143 along with his first report and requested further reports be made as appropriate']","United Nations Security Council resolution UN Security Council Resolution 145 Date July 22 1960 Meeting no. 879 Code S/4405 ( Document ) Subject The Congo Question Voting summary 11 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Argentina Ceylon Ecuador Italy Poland Tunisia United Nations Security Council Resolution 145 , adopted unanimously on July 22, 1960, after considering a report by the Secretary-General regarding the implementation of resolution 143 , the Council called upon Belgium to withdrawal its troops from the Congo and authorized the Secretary-General to take all necessary action to this effect.  The Council further requested all states to refrain from any action which might impede the restoration of law and order in the Congo or undermine its territorial integrity, the Council then commended the Secretary-General for his prompt action in regard to resolution 143 along with his first report and requested further reports be made as appropriate. See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_145,90
146,August 9 1960,The Congo Question,"[' 886 Code S/4426 ( Document ) Subject The Congo Question Voting summary 9 voted for None voted against 2 abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Argentina Ceylon Ecuador Italy Poland Tunisia United Nations Security Council Resolution 146 , adopted on August 9, 1960, after a report by the Secretary-General regarding the implementation of resolutions 143 and 145 the Council confirmed his authority to carry out the responsibility placed on him thereby and called upon Belgium to withdraw its troops from Katanga ']","United Nations Security Council resolution UN Security Council Resolution 146 Date August 9 1960 Meeting no. 886 Code S/4426 ( Document ) Subject The Congo Question Voting summary 9 voted for None voted against 2 abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Argentina Ceylon Ecuador Italy Poland Tunisia United Nations Security Council Resolution 146 , adopted on August 9, 1960, after a report by the Secretary-General regarding the implementation of resolutions 143 and 145 the Council confirmed his authority to carry out the responsibility placed on him thereby and called upon Belgium to withdraw its troops from Katanga .  The Council then, while reaffirming that the United Nations Force in the Congo would not be a party to or in any way intervene in any internal conflict, declared that the entry of UN Forces into Katanga was necessary for the full implementation of the present resolution. The resolution was approved by nine votes; France and Italy abstained. [1] Contents 1 See also 2 Citations 3",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_146,90
156,September 9 1960,Question relating to the Dominican Republic,"[' 895 Code S/4491 ( Document ) Subject Question relating to the Dominican Republic Voting summary 9 voted for None voted against 2 abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Argentina Ceylon Ecuador Italy Poland Tunisia United Nations Security Council Resolution 156 , adopted on September 9, 1960, after receiving a report from the Secretary-General of the Organization of American States (OAS) the Council noted its approval regarding the first resolution of the Meeting of Consultations of Ministers of Foreign Affairs of the American Republics whereby an agreement was reached on the application of measures regarding the Dominican Republic ']","United Nations Security Council resolution UN Security Council Resolution 156 Date September 9 1960 Meeting no. 895 Code S/4491 ( Document ) Subject Question relating to the Dominican Republic Voting summary 9 voted for None voted against 2 abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Argentina Ceylon Ecuador Italy Poland Tunisia United Nations Security Council Resolution 156 , adopted on September 9, 1960, after receiving a report from the Secretary-General of the Organization of American States (OAS) the Council noted its approval regarding the first resolution of the Meeting of Consultations of Ministers of Foreign Affairs of the American Republics whereby an agreement was reached on the application of measures regarding the Dominican Republic . Following the OAS' decision to break off diplomatic relations and sanction the Trujillo regime after its involvement in an assassination attempt [ es ] against President Rómulo Betancourt of Venezuela , [1] the Soviet Union provided a text draft of the resolution, however this was rejected by other members of the Council due to the issue of non-military sanctions. [2] The resolution was adopted by nine votes to none; the People's Republic of Poland and Soviet Union abstained. See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_156,72
161,February 21 1961,The Congo Question,"["" 942 Code S/4741 ( Document ) Subject The Congo Question Voting summary 9 voted for None voted against 2 abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Ceylon Chile Ecuador Liberia Turkey United Arab Republic United Nations Security Council Resolution 161 , adopted on February 21, 1961, after noting the killings of Patrice Lumumba , Maurice Mpolo and Joseph Okito and a report of the Secretary-General's Special Representative the Council urged the UN to immediately take measures to prevent the occurrence of civil war in the Congo, even the use of force is necessary""]","UN Security Council Resolution 161 Date February 21 1961 Meeting no. 942 Code S/4741 ( Document ) Subject The Congo Question Voting summary 9 voted for None voted against 2 abstained Result Adopted Security Council composition Permanent members China France United Kingdom United States Soviet Union Non-permanent members Ceylon Chile Ecuador Liberia Turkey United Arab Republic United Nations Security Council Resolution 161 , adopted on February 21, 1961, after noting the killings of Patrice Lumumba , Maurice Mpolo and Joseph Okito and a report of the Secretary-General's Special Representative the Council urged the UN to immediately take measures to prevent the occurrence of civil war in the Congo, even the use of force is necessary. The Council further urged the withdrawal of all Belgian and other foreign military, paramilitary personnel and mercenaries not with the UN and called upon all states to take measures to deny transport and other facilities to such personnel moving into the Congo.  The Council also decided that it would launch an investigation into the death of Mr. Lumumba and his colleagues promising punishment to the perpetrators. The resolution was approved by nine votes to none; France and the Soviet Union abstained. See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_161,90
